images,seg,bboxes
20180925135056_camera_frontcenter_000011340.png,20180925135056_label_frontcenter_000011340.png,20180925135056_label3D_frontcenter_000011340.txt
20180925135056_camera_frontcenter_000011352.png,20180925135056_label_frontcenter_000011352.png,20180925135056_label3D_frontcenter_000011352.txt
20180925135056_camera_frontcenter_000011356.png,20180925135056_label_frontcenter_000011356.png,20180925135056_label3D_frontcenter_000011356.txt
20180925135056_camera_frontcenter_000011424.png,20180925135056_label_frontcenter_000011424.png,20180925135056_label3D_frontcenter_000011424.txt
20180925135056_camera_frontcenter_000011468.png,20180925135056_label_frontcenter_000011468.png,20180925135056_label3D_frontcenter_000011468.txt
20180925135056_camera_frontcenter_000011476.png,20180925135056_label_frontcenter_000011476.png,20180925135056_label3D_frontcenter_000011476.txt
20180925135056_camera_frontcenter_000011688.png,20180925135056_label_frontcenter_000011688.png,20180925135056_label3D_frontcenter_000011688.txt
20180925135056_camera_frontcenter_000011752.png,20180925135056_label_frontcenter_000011752.png,20180925135056_label3D_frontcenter_000011752.txt
20180925135056_camera_frontcenter_000011772.png,20180925135056_label_frontcenter_000011772.png,20180925135056_label3D_frontcenter_000011772.txt
20180925135056_camera_frontcenter_000011828.png,20180925135056_label_frontcenter_000011828.png,20180925135056_label3D_frontcenter_000011828.txt
20180925135056_camera_frontcenter_000011860.png,20180925135056_label_frontcenter_000011860.png,20180925135056_label3D_frontcenter_000011860.txt
20180925135056_camera_frontcenter_000011892.png,20180925135056_label_frontcenter_000011892.png,20180925135056_label3D_frontcenter_000011892.txt
20180925135056_camera_frontcenter_000011964.png,20180925135056_label_frontcenter_000011964.png,20180925135056_label3D_frontcenter_000011964.txt
20180925135056_camera_frontcenter_000012136.png,20180925135056_label_frontcenter_000012136.png,20180925135056_label3D_frontcenter_000012136.txt
20180925135056_camera_frontcenter_000012608.png,20180925135056_label_frontcenter_000012608.png,20180925135056_label3D_frontcenter_000012608.txt
20180925135056_camera_frontcenter_000012612.png,20180925135056_label_frontcenter_000012612.png,20180925135056_label3D_frontcenter_000012612.txt
20180925135056_camera_frontcenter_000012800.png,20180925135056_label_frontcenter_000012800.png,20180925135056_label3D_frontcenter_000012800.txt
20180925135056_camera_frontcenter_000012816.png,20180925135056_label_frontcenter_000012816.png,20180925135056_label3D_frontcenter_000012816.txt
20180925135056_camera_frontcenter_000012850.png,20180925135056_label_frontcenter_000012850.png,20180925135056_label3D_frontcenter_000012850.txt
20180925135056_camera_frontcenter_000012872.png,20180925135056_label_frontcenter_000012872.png,20180925135056_label3D_frontcenter_000012872.txt
20180925135056_camera_frontcenter_000012884.png,20180925135056_label_frontcenter_000012884.png,20180925135056_label3D_frontcenter_000012884.txt
20180925135056_camera_frontcenter_000012888.png,20180925135056_label_frontcenter_000012888.png,20180925135056_label3D_frontcenter_000012888.txt
20180925135056_camera_frontcenter_000012940.png,20180925135056_label_frontcenter_000012940.png,20180925135056_label3D_frontcenter_000012940.txt
20180925135056_camera_frontcenter_000012988.png,20180925135056_label_frontcenter_000012988.png,20180925135056_label3D_frontcenter_000012988.txt
20180925135056_camera_frontcenter_000013000.png,20180925135056_label_frontcenter_000013000.png,20180925135056_label3D_frontcenter_000013000.txt
20180925135056_camera_frontcenter_000013008.png,20180925135056_label_frontcenter_000013008.png,20180925135056_label3D_frontcenter_000013008.txt
20180925135056_camera_frontcenter_000013020.png,20180925135056_label_frontcenter_000013020.png,20180925135056_label3D_frontcenter_000013020.txt
20180925135056_camera_frontcenter_000013048.png,20180925135056_label_frontcenter_000013048.png,20180925135056_label3D_frontcenter_000013048.txt
20180925135056_camera_frontcenter_000013240.png,20180925135056_label_frontcenter_000013240.png,20180925135056_label3D_frontcenter_000013240.txt
20180925135056_camera_frontcenter_000013300.png,20180925135056_label_frontcenter_000013300.png,20180925135056_label3D_frontcenter_000013300.txt
20180925135056_camera_frontcenter_000013320.png,20180925135056_label_frontcenter_000013320.png,20180925135056_label3D_frontcenter_000013320.txt
20180925135056_camera_frontcenter_000013352.png,20180925135056_label_frontcenter_000013352.png,20180925135056_label3D_frontcenter_000013352.txt
20180925135056_camera_frontcenter_000013372.png,20180925135056_label_frontcenter_000013372.png,20180925135056_label3D_frontcenter_000013372.txt
20180925135056_camera_frontcenter_000013448.png,20180925135056_label_frontcenter_000013448.png,20180925135056_label3D_frontcenter_000013448.txt
20180925135056_camera_frontcenter_000013456.png,20180925135056_label_frontcenter_000013456.png,20180925135056_label3D_frontcenter_000013456.txt
20180925135056_camera_frontcenter_000013488.png,20180925135056_label_frontcenter_000013488.png,20180925135056_label3D_frontcenter_000013488.txt
20180925135056_camera_frontcenter_000013584.png,20180925135056_label_frontcenter_000013584.png,20180925135056_label3D_frontcenter_000013584.txt
20180925135056_camera_frontcenter_000013740.png,20180925135056_label_frontcenter_000013740.png,20180925135056_label3D_frontcenter_000013740.txt
20180925135056_camera_frontcenter_000013756.png,20180925135056_label_frontcenter_000013756.png,20180925135056_label3D_frontcenter_000013756.txt
20180925135056_camera_frontcenter_000013764.png,20180925135056_label_frontcenter_000013764.png,20180925135056_label3D_frontcenter_000013764.txt
20180925135056_camera_frontcenter_000013784.png,20180925135056_label_frontcenter_000013784.png,20180925135056_label3D_frontcenter_000013784.txt
20180925135056_camera_frontcenter_000013840.png,20180925135056_label_frontcenter_000013840.png,20180925135056_label3D_frontcenter_000013840.txt
20180925135056_camera_frontcenter_000013888.png,20180925135056_label_frontcenter_000013888.png,20180925135056_label3D_frontcenter_000013888.txt
20180925135056_camera_frontcenter_000014200.png,20180925135056_label_frontcenter_000014200.png,20180925135056_label3D_frontcenter_000014200.txt
20180925135056_camera_frontcenter_000014830.png,20180925135056_label_frontcenter_000014830.png,20180925135056_label3D_frontcenter_000014830.txt
20180925135056_camera_frontcenter_000014860.png,20180925135056_label_frontcenter_000014860.png,20180925135056_label3D_frontcenter_000014860.txt
20180925135056_camera_frontcenter_000014872.png,20180925135056_label_frontcenter_000014872.png,20180925135056_label3D_frontcenter_000014872.txt
20180925135056_camera_frontcenter_000014884.png,20180925135056_label_frontcenter_000014884.png,20180925135056_label3D_frontcenter_000014884.txt
20180925135056_camera_frontcenter_000014912.png,20180925135056_label_frontcenter_000014912.png,20180925135056_label3D_frontcenter_000014912.txt
20180925135056_camera_frontcenter_000014916.png,20180925135056_label_frontcenter_000014916.png,20180925135056_label3D_frontcenter_000014916.txt
20180925135056_camera_frontcenter_000014968.png,20180925135056_label_frontcenter_000014968.png,20180925135056_label3D_frontcenter_000014968.txt
20180925135056_camera_frontcenter_000015160.png,20180925135056_label_frontcenter_000015160.png,20180925135056_label3D_frontcenter_000015160.txt
20180925135056_camera_frontcenter_000015228.png,20180925135056_label_frontcenter_000015228.png,20180925135056_label3D_frontcenter_000015228.txt
20180925135056_camera_frontcenter_000015252.png,20180925135056_label_frontcenter_000015252.png,20180925135056_label3D_frontcenter_000015252.txt
20180925135056_camera_frontcenter_000015256.png,20180925135056_label_frontcenter_000015256.png,20180925135056_label3D_frontcenter_000015256.txt
20180925135056_camera_frontcenter_000015844.png,20180925135056_label_frontcenter_000015844.png,20180925135056_label3D_frontcenter_000015844.txt
20180925135056_camera_frontcenter_000017080.png,20180925135056_label_frontcenter_000017080.png,20180925135056_label3D_frontcenter_000017080.txt
20180925135056_camera_frontcenter_000017440.png,20180925135056_label_frontcenter_000017440.png,20180925135056_label3D_frontcenter_000017440.txt
20180925135056_camera_frontcenter_000017470.png,20180925135056_label_frontcenter_000017470.png,20180925135056_label3D_frontcenter_000017470.txt
20180925135056_camera_frontcenter_000017800.png,20180925135056_label_frontcenter_000017800.png,20180925135056_label3D_frontcenter_000017800.txt
20180925135056_camera_frontcenter_000017830.png,20180925135056_label_frontcenter_000017830.png,20180925135056_label3D_frontcenter_000017830.txt
20180925135056_camera_frontcenter_000018976.png,20180925135056_label_frontcenter_000018976.png,20180925135056_label3D_frontcenter_000018976.txt
20180925135056_camera_frontcenter_000019028.png,20180925135056_label_frontcenter_000019028.png,20180925135056_label3D_frontcenter_000019028.txt
20180925135056_camera_frontcenter_000019040.png,20180925135056_label_frontcenter_000019040.png,20180925135056_label3D_frontcenter_000019040.txt
20180925135056_camera_frontcenter_000019044.png,20180925135056_label_frontcenter_000019044.png,20180925135056_label3D_frontcenter_000019044.txt
20180925135056_camera_frontcenter_000019056.png,20180925135056_label_frontcenter_000019056.png,20180925135056_label3D_frontcenter_000019056.txt
20180925135056_camera_frontcenter_000019232.png,20180925135056_label_frontcenter_000019232.png,20180925135056_label3D_frontcenter_000019232.txt
20180925135056_camera_frontcenter_000019268.png,20180925135056_label_frontcenter_000019268.png,20180925135056_label3D_frontcenter_000019268.txt
20180925135056_camera_frontcenter_000019464.png,20180925135056_label_frontcenter_000019464.png,20180925135056_label3D_frontcenter_000019464.txt
20180925135056_camera_frontcenter_000020050.png,20180925135056_label_frontcenter_000020050.png,20180925135056_label3D_frontcenter_000020050.txt
20180925135056_camera_frontcenter_000020140.png,20180925135056_label_frontcenter_000020140.png,20180925135056_label3D_frontcenter_000020140.txt
20180925135056_camera_frontcenter_000020156.png,20180925135056_label_frontcenter_000020156.png,20180925135056_label3D_frontcenter_000020156.txt
20180925135056_camera_frontcenter_000020170.png,20180925135056_label_frontcenter_000020170.png,20180925135056_label3D_frontcenter_000020170.txt
20180925135056_camera_frontcenter_000020180.png,20180925135056_label_frontcenter_000020180.png,20180925135056_label3D_frontcenter_000020180.txt
20180925135056_camera_frontcenter_000020196.png,20180925135056_label_frontcenter_000020196.png,20180925135056_label3D_frontcenter_000020196.txt
20180925135056_camera_frontcenter_000020200.png,20180925135056_label_frontcenter_000020200.png,20180925135056_label3D_frontcenter_000020200.txt
20180925135056_camera_frontcenter_000020290.png,20180925135056_label_frontcenter_000020290.png,20180925135056_label3D_frontcenter_000020290.txt
20180925135056_camera_frontcenter_000020324.png,20180925135056_label_frontcenter_000020324.png,20180925135056_label3D_frontcenter_000020324.txt
20180925135056_camera_frontcenter_000020384.png,20180925135056_label_frontcenter_000020384.png,20180925135056_label3D_frontcenter_000020384.txt
20180925135056_camera_frontcenter_000020428.png,20180925135056_label_frontcenter_000020428.png,20180925135056_label3D_frontcenter_000020428.txt
20180925135056_camera_frontcenter_000020440.png,20180925135056_label_frontcenter_000020440.png,20180925135056_label3D_frontcenter_000020440.txt
20180925135056_camera_frontcenter_000020464.png,20180925135056_label_frontcenter_000020464.png,20180925135056_label3D_frontcenter_000020464.txt
20180925135056_camera_frontcenter_000020488.png,20180925135056_label_frontcenter_000020488.png,20180925135056_label3D_frontcenter_000020488.txt
20180925135056_camera_frontcenter_000020528.png,20180925135056_label_frontcenter_000020528.png,20180925135056_label3D_frontcenter_000020528.txt
20180925135056_camera_frontcenter_000020540.png,20180925135056_label_frontcenter_000020540.png,20180925135056_label3D_frontcenter_000020540.txt
20180925135056_camera_frontcenter_000020612.png,20180925135056_label_frontcenter_000020612.png,20180925135056_label3D_frontcenter_000020612.txt
20180925135056_camera_frontcenter_000020830.png,20180925135056_label_frontcenter_000020830.png,20180925135056_label3D_frontcenter_000020830.txt
20180925135056_camera_frontcenter_000020848.png,20180925135056_label_frontcenter_000020848.png,20180925135056_label3D_frontcenter_000020848.txt
20180925135056_camera_frontcenter_000020884.png,20180925135056_label_frontcenter_000020884.png,20180925135056_label3D_frontcenter_000020884.txt
20180925135056_camera_frontcenter_000020932.png,20180925135056_label_frontcenter_000020932.png,20180925135056_label3D_frontcenter_000020932.txt
20180925135056_camera_frontcenter_000020980.png,20180925135056_label_frontcenter_000020980.png,20180925135056_label3D_frontcenter_000020980.txt
20180925135056_camera_frontcenter_000021100.png,20180925135056_label_frontcenter_000021100.png,20180925135056_label3D_frontcenter_000021100.txt
20180925135056_camera_frontcenter_000021108.png,20180925135056_label_frontcenter_000021108.png,20180925135056_label3D_frontcenter_000021108.txt
20180925135056_camera_frontcenter_000021272.png,20180925135056_label_frontcenter_000021272.png,20180925135056_label3D_frontcenter_000021272.txt
20180925135056_camera_frontcenter_000021276.png,20180925135056_label_frontcenter_000021276.png,20180925135056_label3D_frontcenter_000021276.txt
20180925135056_camera_frontcenter_000021308.png,20180925135056_label_frontcenter_000021308.png,20180925135056_label3D_frontcenter_000021308.txt
20180925135056_camera_frontcenter_000021340.png,20180925135056_label_frontcenter_000021340.png,20180925135056_label3D_frontcenter_000021340.txt
20180925135056_camera_frontcenter_000021360.png,20180925135056_label_frontcenter_000021360.png,20180925135056_label3D_frontcenter_000021360.txt
20180925135056_camera_frontcenter_000021448.png,20180925135056_label_frontcenter_000021448.png,20180925135056_label3D_frontcenter_000021448.txt
20180925135056_camera_frontcenter_000021484.png,20180925135056_label_frontcenter_000021484.png,20180925135056_label3D_frontcenter_000021484.txt
20180925135056_camera_frontcenter_000021580.png,20180925135056_label_frontcenter_000021580.png,20180925135056_label3D_frontcenter_000021580.txt
20180925135056_camera_frontcenter_000021880.png,20180925135056_label_frontcenter_000021880.png,20180925135056_label3D_frontcenter_000021880.txt
20180925135056_camera_frontcenter_000023812.png,20180925135056_label_frontcenter_000023812.png,20180925135056_label3D_frontcenter_000023812.txt
20180925135056_camera_frontcenter_000023820.png,20180925135056_label_frontcenter_000023820.png,20180925135056_label3D_frontcenter_000023820.txt
20180925135056_camera_frontcenter_000023888.png,20180925135056_label_frontcenter_000023888.png,20180925135056_label3D_frontcenter_000023888.txt
20180925135056_camera_frontcenter_000023912.png,20180925135056_label_frontcenter_000023912.png,20180925135056_label3D_frontcenter_000023912.txt
20180925135056_camera_frontcenter_000023948.png,20180925135056_label_frontcenter_000023948.png,20180925135056_label3D_frontcenter_000023948.txt
20180925135056_camera_frontcenter_000024060.png,20180925135056_label_frontcenter_000024060.png,20180925135056_label3D_frontcenter_000024060.txt
20180925135056_camera_frontcenter_000024190.png,20180925135056_label_frontcenter_000024190.png,20180925135056_label3D_frontcenter_000024190.txt
20180925135056_camera_frontcenter_000024284.png,20180925135056_label_frontcenter_000024284.png,20180925135056_label3D_frontcenter_000024284.txt
20180925135056_camera_frontcenter_000024324.png,20180925135056_label_frontcenter_000024324.png,20180925135056_label3D_frontcenter_000024324.txt
20180925135056_camera_frontcenter_000024340.png,20180925135056_label_frontcenter_000024340.png,20180925135056_label3D_frontcenter_000024340.txt
20180925135056_camera_frontcenter_000024370.png,20180925135056_label_frontcenter_000024370.png,20180925135056_label3D_frontcenter_000024370.txt
20180925135056_camera_frontcenter_000024376.png,20180925135056_label_frontcenter_000024376.png,20180925135056_label3D_frontcenter_000024376.txt
20180925135056_camera_frontcenter_000024400.png,20180925135056_label_frontcenter_000024400.png,20180925135056_label3D_frontcenter_000024400.txt
20180925135056_camera_frontcenter_000024404.png,20180925135056_label_frontcenter_000024404.png,20180925135056_label3D_frontcenter_000024404.txt
20180925135056_camera_frontcenter_000024508.png,20180925135056_label_frontcenter_000024508.png,20180925135056_label3D_frontcenter_000024508.txt
20180925135056_camera_frontcenter_000024550.png,20180925135056_label_frontcenter_000024550.png,20180925135056_label3D_frontcenter_000024550.txt
20180925135056_camera_frontcenter_000025008.png,20180925135056_label_frontcenter_000025008.png,20180925135056_label3D_frontcenter_000025008.txt
20180925135056_camera_frontcenter_000025024.png,20180925135056_label_frontcenter_000025024.png,20180925135056_label3D_frontcenter_000025024.txt
20180925135056_camera_frontcenter_000025030.png,20180925135056_label_frontcenter_000025030.png,20180925135056_label3D_frontcenter_000025030.txt
20180925135056_camera_frontcenter_000025036.png,20180925135056_label_frontcenter_000025036.png,20180925135056_label3D_frontcenter_000025036.txt
20180925135056_camera_frontcenter_000025060.png,20180925135056_label_frontcenter_000025060.png,20180925135056_label3D_frontcenter_000025060.txt
20180925135056_camera_frontcenter_000025108.png,20180925135056_label_frontcenter_000025108.png,20180925135056_label3D_frontcenter_000025108.txt
20180925135056_camera_frontcenter_000025132.png,20180925135056_label_frontcenter_000025132.png,20180925135056_label3D_frontcenter_000025132.txt
20180925135056_camera_frontcenter_000025150.png,20180925135056_label_frontcenter_000025150.png,20180925135056_label3D_frontcenter_000025150.txt
20180925135056_camera_frontcenter_000025228.png,20180925135056_label_frontcenter_000025228.png,20180925135056_label3D_frontcenter_000025228.txt
20180925135056_camera_frontcenter_000025324.png,20180925135056_label_frontcenter_000025324.png,20180925135056_label3D_frontcenter_000025324.txt
20180925135056_camera_frontcenter_000025360.png,20180925135056_label_frontcenter_000025360.png,20180925135056_label3D_frontcenter_000025360.txt
20180925135056_camera_frontcenter_000025396.png,20180925135056_label_frontcenter_000025396.png,20180925135056_label3D_frontcenter_000025396.txt
20180925135056_camera_frontcenter_000025440.png,20180925135056_label_frontcenter_000025440.png,20180925135056_label3D_frontcenter_000025440.txt
20180925135056_camera_frontcenter_000025460.png,20180925135056_label_frontcenter_000025460.png,20180925135056_label3D_frontcenter_000025460.txt
20180925135056_camera_frontcenter_000025600.png,20180925135056_label_frontcenter_000025600.png,20180925135056_label3D_frontcenter_000025600.txt
20180925135056_camera_frontcenter_000026590.png,20180925135056_label_frontcenter_000026590.png,20180925135056_label3D_frontcenter_000026590.txt
20180925135056_camera_frontcenter_000026752.png,20180925135056_label_frontcenter_000026752.png,20180925135056_label3D_frontcenter_000026752.txt
20180925135056_camera_frontcenter_000027040.png,20180925135056_label_frontcenter_000027040.png,20180925135056_label3D_frontcenter_000027040.txt
20180925135056_camera_frontcenter_000027100.png,20180925135056_label_frontcenter_000027100.png,20180925135056_label3D_frontcenter_000027100.txt
20180925135056_camera_frontcenter_000027240.png,20180925135056_label_frontcenter_000027240.png,20180925135056_label3D_frontcenter_000027240.txt
20180925135056_camera_frontcenter_000027520.png,20180925135056_label_frontcenter_000027520.png,20180925135056_label3D_frontcenter_000027520.txt
20180925135056_camera_frontcenter_000027776.png,20180925135056_label_frontcenter_000027776.png,20180925135056_label3D_frontcenter_000027776.txt
20180925135056_camera_frontcenter_000027880.png,20180925135056_label_frontcenter_000027880.png,20180925135056_label3D_frontcenter_000027880.txt
20180925135056_camera_frontcenter_000027900.png,20180925135056_label_frontcenter_000027900.png,20180925135056_label3D_frontcenter_000027900.txt
20180925135056_camera_frontcenter_000028030.png,20180925135056_label_frontcenter_000028030.png,20180925135056_label3D_frontcenter_000028030.txt
20180925135056_camera_frontcenter_000028044.png,20180925135056_label_frontcenter_000028044.png,20180925135056_label3D_frontcenter_000028044.txt
20180925135056_camera_frontcenter_000028196.png,20180925135056_label_frontcenter_000028196.png,20180925135056_label3D_frontcenter_000028196.txt
20180925135056_camera_frontcenter_000028570.png,20180925135056_label_frontcenter_000028570.png,20180925135056_label3D_frontcenter_000028570.txt
20180925135056_camera_frontcenter_000028584.png,20180925135056_label_frontcenter_000028584.png,20180925135056_label3D_frontcenter_000028584.txt
20180925135056_camera_frontcenter_000028690.png,20180925135056_label_frontcenter_000028690.png,20180925135056_label3D_frontcenter_000028690.txt
20180925135056_camera_frontcenter_000028696.png,20180925135056_label_frontcenter_000028696.png,20180925135056_label3D_frontcenter_000028696.txt
20180925135056_camera_frontcenter_000028780.png,20180925135056_label_frontcenter_000028780.png,20180925135056_label3D_frontcenter_000028780.txt
20180925135056_camera_frontcenter_000028852.png,20180925135056_label_frontcenter_000028852.png,20180925135056_label3D_frontcenter_000028852.txt
20180925135056_camera_frontcenter_000028952.png,20180925135056_label_frontcenter_000028952.png,20180925135056_label3D_frontcenter_000028952.txt
20180925135056_camera_frontcenter_000028960.png,20180925135056_label_frontcenter_000028960.png,20180925135056_label3D_frontcenter_000028960.txt
20180925135056_camera_frontcenter_000028984.png,20180925135056_label_frontcenter_000028984.png,20180925135056_label3D_frontcenter_000028984.txt
20180925135056_camera_frontcenter_000029004.png,20180925135056_label_frontcenter_000029004.png,20180925135056_label3D_frontcenter_000029004.txt
20180925135056_camera_frontcenter_000029388.png,20180925135056_label_frontcenter_000029388.png,20180925135056_label3D_frontcenter_000029388.txt
20180925135056_camera_frontcenter_000029392.png,20180925135056_label_frontcenter_000029392.png,20180925135056_label3D_frontcenter_000029392.txt
20180925135056_camera_frontcenter_000029400.png,20180925135056_label_frontcenter_000029400.png,20180925135056_label3D_frontcenter_000029400.txt
20180925135056_camera_frontcenter_000029404.png,20180925135056_label_frontcenter_000029404.png,20180925135056_label3D_frontcenter_000029404.txt
20180925135056_camera_frontcenter_000029544.png,20180925135056_label_frontcenter_000029544.png,20180925135056_label3D_frontcenter_000029544.txt
20180925135056_camera_frontcenter_000029568.png,20180925135056_label_frontcenter_000029568.png,20180925135056_label3D_frontcenter_000029568.txt
20180925135056_camera_frontcenter_000029584.png,20180925135056_label_frontcenter_000029584.png,20180925135056_label3D_frontcenter_000029584.txt
20180925135056_camera_frontcenter_000029624.png,20180925135056_label_frontcenter_000029624.png,20180925135056_label3D_frontcenter_000029624.txt
20180925135056_camera_frontcenter_000029636.png,20180925135056_label_frontcenter_000029636.png,20180925135056_label3D_frontcenter_000029636.txt
20180925135056_camera_frontcenter_000029640.png,20180925135056_label_frontcenter_000029640.png,20180925135056_label3D_frontcenter_000029640.txt
20180925135056_camera_frontcenter_000029648.png,20180925135056_label_frontcenter_000029648.png,20180925135056_label3D_frontcenter_000029648.txt
20180925135056_camera_frontcenter_000029696.png,20180925135056_label_frontcenter_000029696.png,20180925135056_label3D_frontcenter_000029696.txt
20180925135056_camera_frontcenter_000030000.png,20180925135056_label_frontcenter_000030000.png,20180925135056_label3D_frontcenter_000030000.txt
20180925135056_camera_frontcenter_000030040.png,20180925135056_label_frontcenter_000030040.png,20180925135056_label3D_frontcenter_000030040.txt
20180925135056_camera_frontcenter_000030128.png,20180925135056_label_frontcenter_000030128.png,20180925135056_label3D_frontcenter_000030128.txt
20180925135056_camera_frontcenter_000030136.png,20180925135056_label_frontcenter_000030136.png,20180925135056_label3D_frontcenter_000030136.txt
20180925135056_camera_frontcenter_000030144.png,20180925135056_label_frontcenter_000030144.png,20180925135056_label3D_frontcenter_000030144.txt
20180925135056_camera_frontcenter_000030268.png,20180925135056_label_frontcenter_000030268.png,20180925135056_label3D_frontcenter_000030268.txt
20180925135056_camera_frontcenter_000030320.png,20180925135056_label_frontcenter_000030320.png,20180925135056_label3D_frontcenter_000030320.txt
20180925135056_camera_frontcenter_000030328.png,20180925135056_label_frontcenter_000030328.png,20180925135056_label3D_frontcenter_000030328.txt
20180925135056_camera_frontcenter_000030360.png,20180925135056_label_frontcenter_000030360.png,20180925135056_label3D_frontcenter_000030360.txt
20180925135056_camera_frontcenter_000030484.png,20180925135056_label_frontcenter_000030484.png,20180925135056_label3D_frontcenter_000030484.txt
20180925135056_camera_frontcenter_000030492.png,20180925135056_label_frontcenter_000030492.png,20180925135056_label3D_frontcenter_000030492.txt
20180925135056_camera_frontcenter_000030524.png,20180925135056_label_frontcenter_000030524.png,20180925135056_label3D_frontcenter_000030524.txt
20180925135056_camera_frontcenter_000030540.png,20180925135056_label_frontcenter_000030540.png,20180925135056_label3D_frontcenter_000030540.txt
20180925135056_camera_frontcenter_000030596.png,20180925135056_label_frontcenter_000030596.png,20180925135056_label3D_frontcenter_000030596.txt
20180925135056_camera_frontcenter_000030632.png,20180925135056_label_frontcenter_000030632.png,20180925135056_label3D_frontcenter_000030632.txt
20180925135056_camera_frontcenter_000030640.png,20180925135056_label_frontcenter_000030640.png,20180925135056_label3D_frontcenter_000030640.txt
20180925135056_camera_frontcenter_000030644.png,20180925135056_label_frontcenter_000030644.png,20180925135056_label3D_frontcenter_000030644.txt
20180925135056_camera_frontcenter_000030648.png,20180925135056_label_frontcenter_000030648.png,20180925135056_label3D_frontcenter_000030648.txt
20180925135056_camera_frontcenter_000030684.png,20180925135056_label_frontcenter_000030684.png,20180925135056_label3D_frontcenter_000030684.txt
20180925135056_camera_frontcenter_000030688.png,20180925135056_label_frontcenter_000030688.png,20180925135056_label3D_frontcenter_000030688.txt
20180925135056_camera_frontcenter_000030692.png,20180925135056_label_frontcenter_000030692.png,20180925135056_label3D_frontcenter_000030692.txt
20180925135056_camera_frontcenter_000030788.png,20180925135056_label_frontcenter_000030788.png,20180925135056_label3D_frontcenter_000030788.txt
20180925135056_camera_frontcenter_000030792.png,20180925135056_label_frontcenter_000030792.png,20180925135056_label3D_frontcenter_000030792.txt
20180925135056_camera_frontcenter_000030796.png,20180925135056_label_frontcenter_000030796.png,20180925135056_label3D_frontcenter_000030796.txt
20180925135056_camera_frontcenter_000030920.png,20180925135056_label_frontcenter_000030920.png,20180925135056_label3D_frontcenter_000030920.txt
20180925135056_camera_frontcenter_000032264.png,20180925135056_label_frontcenter_000032264.png,20180925135056_label3D_frontcenter_000032264.txt
20180925135056_camera_frontcenter_000032332.png,20180925135056_label_frontcenter_000032332.png,20180925135056_label3D_frontcenter_000032332.txt
20180925135056_camera_frontcenter_000032476.png,20180925135056_label_frontcenter_000032476.png,20180925135056_label3D_frontcenter_000032476.txt
20180925135056_camera_frontcenter_000032612.png,20180925135056_label_frontcenter_000032612.png,20180925135056_label3D_frontcenter_000032612.txt
20180925135056_camera_frontcenter_000032636.png,20180925135056_label_frontcenter_000032636.png,20180925135056_label3D_frontcenter_000032636.txt
20180925135056_camera_frontcenter_000032716.png,20180925135056_label_frontcenter_000032716.png,20180925135056_label3D_frontcenter_000032716.txt
20180925135056_camera_frontcenter_000032796.png,20180925135056_label_frontcenter_000032796.png,20180925135056_label3D_frontcenter_000032796.txt
20180925135056_camera_frontcenter_000032800.png,20180925135056_label_frontcenter_000032800.png,20180925135056_label3D_frontcenter_000032800.txt
20180925135056_camera_frontcenter_000032808.png,20180925135056_label_frontcenter_000032808.png,20180925135056_label3D_frontcenter_000032808.txt
20180925135056_camera_frontcenter_000032860.png,20180925135056_label_frontcenter_000032860.png,20180925135056_label3D_frontcenter_000032860.txt
20180925135056_camera_frontcenter_000032928.png,20180925135056_label_frontcenter_000032928.png,20180925135056_label3D_frontcenter_000032928.txt
20180925135056_camera_frontcenter_000032968.png,20180925135056_label_frontcenter_000032968.png,20180925135056_label3D_frontcenter_000032968.txt
20180925135056_camera_frontcenter_000033056.png,20180925135056_label_frontcenter_000033056.png,20180925135056_label3D_frontcenter_000033056.txt
20180925135056_camera_frontcenter_000033144.png,20180925135056_label_frontcenter_000033144.png,20180925135056_label3D_frontcenter_000033144.txt
20180925135056_camera_frontcenter_000033152.png,20180925135056_label_frontcenter_000033152.png,20180925135056_label3D_frontcenter_000033152.txt
20180925135056_camera_frontcenter_000033164.png,20180925135056_label_frontcenter_000033164.png,20180925135056_label3D_frontcenter_000033164.txt
20180925135056_camera_frontcenter_000033168.png,20180925135056_label_frontcenter_000033168.png,20180925135056_label3D_frontcenter_000033168.txt
20180925135056_camera_frontcenter_000033184.png,20180925135056_label_frontcenter_000033184.png,20180925135056_label3D_frontcenter_000033184.txt
20180925135056_camera_frontcenter_000033336.png,20180925135056_label_frontcenter_000033336.png,20180925135056_label3D_frontcenter_000033336.txt
20180925135056_camera_frontcenter_000033360.png,20180925135056_label_frontcenter_000033360.png,20180925135056_label3D_frontcenter_000033360.txt
20180925135056_camera_frontcenter_000033368.png,20180925135056_label_frontcenter_000033368.png,20180925135056_label3D_frontcenter_000033368.txt
20180925135056_camera_frontcenter_000033388.png,20180925135056_label_frontcenter_000033388.png,20180925135056_label3D_frontcenter_000033388.txt
20180925135056_camera_frontcenter_000033400.png,20180925135056_label_frontcenter_000033400.png,20180925135056_label3D_frontcenter_000033400.txt
20180925135056_camera_frontcenter_000033508.png,20180925135056_label_frontcenter_000033508.png,20180925135056_label3D_frontcenter_000033508.txt
20180925135056_camera_frontcenter_000033592.png,20180925135056_label_frontcenter_000033592.png,20180925135056_label3D_frontcenter_000033592.txt
20180925135056_camera_frontcenter_000033600.png,20180925135056_label_frontcenter_000033600.png,20180925135056_label3D_frontcenter_000033600.txt
